GDP_to_GDP,RCAP_to_GDP,ORNT_to_GDP,MXOP_to_GDP,EMCO_to_GDP,KOEP_to_GDP,CGEN_to_GDP,GEXP_to_GDP,OPRD_to_GDP,GDP_to_RCAP,RCAP_to_RCAP,ORNT_to_RCAP,MXOP_to_RCAP,EMCO_to_RCAP,KOEP_to_RCAP,CGEN_to_RCAP,GEXP_to_RCAP,OPRD_to_RCAP,GDP_to_ORNT,RCAP_to_ORNT,ORNT_to_ORNT,MXOP_to_ORNT,EMCO_to_ORNT,KOEP_to_ORNT,CGEN_to_ORNT,GEXP_to_ORNT,OPRD_to_ORNT,GDP_to_MXOP,RCAP_to_MXOP,ORNT_to_MXOP,MXOP_to_MXOP,EMCO_to_MXOP,KOEP_to_MXOP,CGEN_to_MXOP,GEXP_to_MXOP,OPRD_to_MXOP,GDP_to_EMCO,RCAP_to_EMCO,ORNT_to_EMCO,MXOP_to_EMCO,EMCO_to_EMCO,KOEP_to_EMCO,CGEN_to_EMCO,GEXP_to_EMCO,OPRD_to_EMCO,GDP_to_KOEP,RCAP_to_KOEP,ORNT_to_KOEP,MXOP_to_KOEP,EMCO_to_KOEP,KOEP_to_KOEP,CGEN_to_KOEP,GEXP_to_KOEP,OPRD_to_KOEP,GDP_to_CGEN,RCAP_to_CGEN,ORNT_to_CGEN,MXOP_to_CGEN,EMCO_to_CGEN,KOEP_to_CGEN,CGEN_to_CGEN,GEXP_to_CGEN,OPRD_to_CGEN,GDP_to_GEXP,RCAP_to_GEXP,ORNT_to_GEXP,MXOP_to_GEXP,EMCO_to_GEXP,KOEP_to_GEXP,CGEN_to_GEXP,GEXP_to_GEXP,OPRD_to_GEXP,GDP_to_OPRD,RCAP_to_OPRD,ORNT_to_OPRD,MXOP_to_OPRD,EMCO_to_OPRD,KOEP_to_OPRD,CGEN_to_OPRD,GEXP_to_OPRD,OPRD_to_OPRD
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9986519802043098,0.30372026772534993,117.96265520535226,-27.085168625342767,-12.571873638994383,14.814778175889234,-0.1826890124569649,0.00032245817251536107,-3.5850000947733967,1.9487678424779027e-06,0.997449538250893,0.41581709816809154,-0.08528540440417669,-0.04051075432802652,0.004963031398583229,-0.00010937605267670869,4.182574373914412e-06,0.002543611847022059,2.404245735846105e-10,-6.822427973848849e-07,0.9993865188736418,-0.00010491916808391125,1.684472043977985e-05,9.943979955078162e-06,-2.3228232210983587e-07,3.3328125285878117e-09,8.043926830930556e-07,5.502798651576258e-09,-8.102934373515524e-06,0.01904428059980081,0.9963982992757856,0.000360555490050582,0.00019792992226289887,-4.104302345430775e-06,1.788945383613316e-08,-1.733346397589132e-05,-2.3537236184512195e-08,7.2036104201355245e-06,-0.0064565048443394,0.0014689784919252914,0.9980948370206845,5.002077234086501e-05,1.7664933707179248e-06,-1.8923825707870978e-08,-5.478158460120731e-06,1.8887990052331383e-09,-1.672983279473712e-05,-0.005923565163226525,0.0014330157926664073,-9.37723083782729e-06,0.9976417773229554,1.0757433917126106e-05,2.82038420035991e-08,0.00021049060959799825,1.2622239750070818e-06,0.003034746101728528,-1.8370714193446736,0.12793587309560944,-0.06082076530498211,0.017845799117571396,1.9977026498182888,-4.532894713032996e-06,-0.020044426786122546,4.5312648824860635e-05,0.2007765742441473,232.058644514741,-17.954967256161197,2.5771793692943046,3.264792108114915,-0.05062024083018659,0.998706382822966,-0.34642842575691946,3.074717251378519e-08,-4.7289206017531086e-05,0.08659023982444916,-0.008058271081188454,-0.00018906595653319578,0.0006454725367997461,-2.4641657554908676e-05,2.63939865520058e-07,0.9988132856592843
0.9976819438104559,0.2754275426338709,317.5652738817289,-91.15034101075707,-86.38081072586988,39.719073812119596,-0.36519067331011346,-0.0016079445981544958,-5.95316109070104,2.352550865384808e-06,0.9939316254993261,1.4907572677798053,-0.16094805377255578,-0.07944708875235428,0.0007839860011222711,-0.0002172667060995601,1.1401740707049534e-05,0.004763685814413542,-7.266419014479312e-10,-1.9343882549753263e-06,0.997908172445009,-0.00020140375274389216,3.5875361682532934e-05,9.583524469865945e-06,-4.629616396963346e-07,3.15819189743532e-09,4.633967473764984e-06,-8.548620684172004e-09,-6.526926791120875e-06,0.02258851676385839,0.9936515067538503,0.0009683516962821549,0.00019640444863365782,-8.185097458574392e-06,-8.297364498077203e-08,-3.12798992540545e-05,-3.855128831700895e-09,8.222273686960763e-06,0.0052181933028987385,0.0009682304838005973,0.993314598119512,0.00048528314014446134,3.506620393328482e-06,-3.619797981423914e-08,1.183628143867842e-05,-2.6748969647343145e-09,-6.015631097264115e-05,0.0562405959301543,-0.0007162399720876561,0.0007370837573898068,0.9936887936563008,2.150212965375192e-05,1.3761548557393596e-07,0.0008382548926565891,1.4017829049955776e-05,0.0049204114381192115,-2.16657332021218,-0.040152427345707065,-0.4284363291290774,0.04150764229861695,2.9931096761229163,-2.627127908027869e-06,-0.06409198072277923,0.00043923067498195795,0.7249372363111268,4.796757733179618,-2.572941316754836,1.3841364756179098,6.173958141817172,-0.10130378388207652,0.9958451148014477,-2.499890050508912,-7.61106486251991e-08,-0.000105263270849104,0.2589918854354992,-0.018897397588067515,0.0010900053829778719,0.000282472339439658,-4.9189763978116724e-05,6.678055295472727e-07,0.9974739920081668
0.9967117602510877,0.24592297555469933,515.8304639153496,-154.9185975651081,-159.8867441119375,64.4894716497399,-0.5473179766255697,-0.003529518546126466,-8.298685182488176,2.7539718063788065e-06,0.9904261762831011,2.5614961806049426,-0.23631092797085618,-0.11816416573785188,-0.0033503207623640317,-0.00032372575494696217,1.8590335983932082e-05,0.006969645804854063,-1.693098993781656e-09,-3.1810210832655987e-06,0.9964293192325269,-0.00029725282939783195,5.4847525163644456e-05,9.19551901467637e-06,-6.915979408003481e-07,2.9784289202959273e-09,8.461897972284142e-06,-2.2574010127527342e-08,-4.990937075208229e-06,0.026087027796740894,0.9909145748853767,0.0015729910534000753,0.00019432506320770778,-1.2235613522480985e-05,-1.834732371094346e-07,-4.485891554996994e-05,1.5806723064786822e-08,9.21522360195516e-06,0.016870295211505727,0.0004657621081614197,0.9885499899175357,0.0009182254624564242,5.215579936990315e-06,-5.33372128524788e-08,2.9129535300820822e-05,-7.189804412246632e-09,-0.00010334383217543866,0.11823827266392412,-0.0028654884601335595,0.0014797623579959687,0.989749403251163,3.220670614837234e-05,2.465690750562301e-07,0.0014630584095285724,3.822216592733498e-05,0.005665072636936908,-0.9940895655700048,-0.5032202198879847,-1.1015844967395183,0.0710176851985192,3.986221345691528,5.695795768006776e-06,-0.13208318680749673,0.0008323908141948135,1.2464023910658693,-221.6591926907797,12.736335120216562,0.1704045228299984,9.07076117715761,-0.1520652908591822,0.9929926800737946,-4.644038942232317,-1.829124465941064e-07,-0.00016297285691077866,0.43081723670473066,-0.029693050558219206,0.0023727243551071157,-8.014638307003588e-05,-7.363833003838215e-05,1.0706171014293994e-06,0.9961374766129086
0.9957390424130714,0.21437053975694265,713.7950571467371,-218.43279756363404,-232.92863897186504,89.09954897319545,-0.7290699287466774,-0.00543560816856325,-10.614244727635002,3.154224319179704e-06,0.9869355445691335,3.6245415778491017,-0.3111818636738228,-0.15658954578249026,-0.007441025726246152,-0.00042876059351287804,2.5739972329946375e-05,0.00915275816188973,-2.6590905197164007e-09,-4.4215376605634156e-06,0.9949513239246064,-0.0003925226175410814,7.38376495596538e-05,8.795835868953711e-06,-9.182005930931759e-07,2.8016777095477424e-09,1.2285899170535331e-05,-3.662320039442523e-08,-3.515441031029469e-06,0.029590829100834146,0.9881851324989355,0.002175454990391321,0.00019185059612274318,-1.625594760539508e-05,-2.8341217372425014e-07,-5.800618870681541e-05,3.5360916477330086e-08,1.0152719211695933e-05,0.02848925477621342,-3.7309587059661644e-05,0.9838064813322378,0.0013478046470755457,6.893563303189136e-06,-7.026085182749641e-08,4.659331134795719e-05,-1.1615425743025201e-08,-0.0001462786512912189,0.1799513628079681,-0.005011425004690515,0.0022152021940496326,0.9858261579433194,4.2871198572402394e-05,3.549880809631584e-07,0.0020842422261313507,7.383901166034819e-05,0.005276889091857247,1.6658997319659132,-1.2600714618911617,-2.079084086851882,0.10652415068312404,4.97703793434882,2.0398084165901608e-05,-0.22396604091230926,0.0012238674070833338,1.764878345012375,-446.71332284066284,27.9491251569349,-1.0636452914947734,11.955382229442174,-0.202903408342638,0.9901490828325805,-6.776972451792754,-2.8960151273346164e-07,-0.00022037406332434348,0.6018987138124765,-0.040436222084444445,0.003661224605566721,-0.00044172219482638037,-9.798766780826215e-05,1.4723636977316842e-06,0.9948032038419697
0.9947637972725374,0.18078933771536349,911.4576613687981,-281.6934111769521,-305.50815262010826,113.55004853157772,-0.9104456107465344,-0.007326297372973429,-12.899998237214987,3.553326510502601e-06,0.9834596680786675,4.679929432963636,-0.38556325170077677,-0.1947251335999923,-0.011488390413116379,-0.000532378278598258,3.28508162701976e-05,0.011313126700214352,-3.6246027022119592e-09,-5.655959660581471e-06,0.9934741966304844,-0.00048721583764052345,9.284534414935856e-05,8.384542874980537e-06,-1.1427791179460696e-06,2.6279320548331715e-09,1.6105923903100014e-05,-5.069592010242727e-08,-2.1000075507861057e-06,0.033099894813460186,0.9854631574619034,0.0027757538102730957,0.00018898335543680384,-2.024619570992438e-05,-3.827927112168235e-07,-7.072449891670401e-05,5.480746289668128e-08,1.1035214476150614e-05,0.040075035127231345,-0.000540960106047504,0.9790839985354075,0.0017740383140220609,8.540767699758537e-06,-8.69703422061134e-08,6.422653787368902e-05,-1.59519869602557e-08,-0.00018896204236703489,0.24138079035476112,-0.0071540415291944,0.0029434290854960824,0.9819189953151658,5.349568962653614e-05,4.6287537470928054e-07,0.00270182163125038,0.00012083218228267569,0.0037639882017158864,5.798963236399926,-2.3095113926420248,-3.3597564948201595,0.14817418519613956,5.9655597289812,4.144205434616769e-05,-0.33968844889094996,0.0016136623058760602,2.2803783670352034,-670.3725479926812,43.06595729456813,-2.317741530423514,14.827862273196114,-0.2538166754201142,0.987314289738765,-8.89872726309716,-3.961773917068442e-07,-0.0002774679009952522,0.7722387887343473,-0.051127089857612266,0.004955458168734654,-0.0008022587265785889,-0.00012223807724926004,1.8730472523011456e-06,0.9934711681772362
0.9937860402763657,0.1452007896767109,1108.8145707002486,-344.7008752842193,-377.62730185738246,137.8417869726918,-1.0914441166788618,-0.009201676903020555,-15.156124015603146,3.95129500196696e-06,0.9799984828462264,5.72770171292217,-0.4594577589348534,-0.232573046102729,-0.015492645705879746,-0.0006345858432912441,3.9923039806788024e-05,0.013450863497201508,-4.589617118199572e-09,-6.884308765756308e-06,0.9919979459781236,-0.000581335151656365,0.00011186997843195196,7.961700983466147e-06,-1.3653430046921134e-06,2.457177937768518e-09,1.9921922808857653e-05,-6.479180033302801e-08,-7.441692397939607e-07,0.036614116440967154,0.9827486317422395,0.003373896988504282,0.00018572525636182974,-2.42064536873968e-05,-4.816172364283116e-07,-8.301680404947262e-05,7.414662683110778e-08,1.186325391504967e-05,0.051627572837758956,-0.0010451662198834278,0.9743824567785486,0.002196946869961915,1.0157389366207433e-05,-1.0346728808039761e-07,8.202753334347047e-05,-2.019974536176814e-08,-0.0002313952678564091,0.3025276334740248,-0.009293332765517496,0.003664478164441411,0.9780278492317259,6.408026193236283e-05,5.702340249028032e-07,0.003315812804981548,0.0001791655347833985,0.0011344613321569962,11.390737750300481,-3.65034757487197,-4.942425816405501,0.19611380441889995,6.951787027503562,6.879016080887903e-05,-0.47919816631340606,0.002001776998115907,2.792915683568939,-892.64401239688,58.08736838719952,-3.59156069775842,17.688232028953223,-0.30480363796359955,0.9844882697334797,-11.009339532351106,-5.026394961581764e-07,-0.0003342552847649096,0.9418400100276925,-0.06176583193427067,0.006255369350416828,-0.0011617591982839058,-0.0001463898576327299,2.2726692166782705e-06,0.9921413641186635
0.9928057868393975,0.10762617306264638,1305.8621240695134,-407.4556282844473,-449.28809651796536,161.97557708719813,-1.2720645538481599,-0.01106183701988981,-17.382799513198812,4.348146312325974e-06,0.9765519251760707,6.767900184001256,-0.5328680404534637,-0.270135388352646,-0.01945402125640067,-0.0007353902974294892,4.6956814222994883e-05,0.01556608009967156,-5.554115454419506e-09,-8.106606593473554e-06,0.9905225805308734,-0.0006748832113662238,0.000130910925435231,7.5273711256178465e-06,-1.5859017114827828e-06,2.2894013923363735e-09,2.3733846850008627e-05,-7.891047347429433e-08,5.525387074845733e-07,0.040133386233656455,0.9800415373254237,0.003969893929345895,0.00018207821026022784,-2.8136817251109346e-05,-5.798881264663588e-07,-9.488604913011366e-05,9.337867299908114e-08,1.2637378508603463e-05,0.0631468058145929,-0.001549904880517017,0.9697017716277313,0.002616550610989085,1.1743623567500606e-05,-1.197532838774788e-07,9.99946271035936e-05,-2.4358958416026075e-08,-0.0002735795835878133,0.3633929660571072,-0.011429293480282808,0.004378384456819215,0.9741526538301606,7.462499795163723e-05,6.77067081810204e-07,0.003926231859399074,0.0002488029671361275,-0.002603636043265325,18.426928001792206,-5.281389894258064,-6.8259188407503615,0.2504878981017086,7.935720138822172,0.00010240499503951013,-0.6424427998446474,0.002388212986228154,3.3025034662361414,-1113.5348238537965,73.0138926322021,-4.884781574152925,20.536522118552984,-0.3558628486560502,0.9816709918829571,-13.108845310949405,-6.089872423167741e-07,-0.00039073712792915663,1.1107049182700264,-0.07235262588384875,0.007560902719786713,-0.0015202268154193006,-0.00017044330757701854,2.6712310439350558e-06,0.9908137861822733
0.9918230523300436,0.06808661780399472,1502.5967089078747,-469.95811010305465,-520.4925388965938,185.95222766634492,-1.452306042721902,-0.012906867497969725,-19.58020128758751,4.743896849720481e-06,0.9731199316396448,7.800566406255537,-0.6057967392201264,-0.3074142529426783,-0.023372745637638918,-0.0008347986276554232,5.3952310089390134e-05,0.017658887537862548,-6.5180795171218e-09,-9.3228746972884e-06,0.9890481087871221,-0.0007678626582988334,0.00014996756213826845,7.081614188288836e-06,-1.8044646653664e-06,2.1245885040063533e-09,2.7541647318657474e-05,-9.30515732734561e-08,1.7905785082192517e-06,0.043657597231498674,0.9773418562128428,0.004563753963339731,0.00017804412589551068,-3.203738197614125e-05,-6.776077488807034e-07,-0.00010633516641310894,1.1250386585557824e-07,1.3358125492417969e-05,0.07463267342815072,-0.0020551532215397,0.9650418589809105,0.0030328697171585718,1.3299664598572018e-05,-1.3582991407560568e-07,0.00011812616084787735,-2.8429883539917048e-08,-0.0003155162388039963,0.4239778575276108,-0.013561918474520398,0.005085182854761294,0.9702933435261256,8.51299799865483e-05,7.833775768119545e-07,0.004533094837296138,0.00032970841832822656,-0.007442284209363843,26.893306414538483,-7.2014505584972195,-9.009065043410882,0.3114402349145884,8.91735938279765,0.00014224928505335858,-0.8293698086468059,0.0027729717904462553,3.8091548330639693,-1333.052054510278,87.84606160289822,-6.197085350255625,23.37276309803293,-0.406992866971676,0.9788624253744846,-15.197280554011265,-7.152200506762208e-07,-0.0004469143425463465,1.2788360461990884,-0.08288764879566117,0.008872003125223252,-0.0018776647727538716,-0.00019439872504748074,3.0687341892171794e-06,0.989488428901347
0.9908378520703357,0.02660310719144776,1699.0147607726567,-532.2087621715823,-591.2426237728665,209.77254352128534,-1.632167716842864,-0.014736857627365228,-21.748505007802386,5.138562912176748e-06,0.9697024390744977,8.8257417344542,-0.6782464861317197,-0.3444117200600196,-0.027249046348476188,-0.0009328177974705816,6.0909697266709624e-05,0.01972939632798227,-7.481491231598348e-09,-1.0533134567074627e-05,0.9875745391806066,-0.000860276123766679,0.00016903926945521772,6.624491012753239e-06,-2.02104126236438e-06,1.9627254095055093e-09,3.134527583559701e-05,-1.0721473483486279e-07,2.9704098036612037e-06,0.0471866432590981,0.9746495704219664,0.005155486347836386,0.00017362490941476934,-3.590824329914647e-05,-7.747784617018567e-07,-0.00011736707542701053,1.3152246958969207e-07,1.402602837922433e-05,0.08608511650096644,-0.002560888557139877,0.9604026350666632,0.0034459242531083194,1.4825705788815995e-05,-1.5169875326032228e-07,0.0001364204885389602,-3.241277809619837e-08,-0.00035720647619753436,0.4842833728625638,-0.015691202583669916,0.005784908116990489,0.9664498530125694,9.559529018009903e-05,8.891685225109942e-07,0.00513641771249025,0.00042184586838990643,-0.013373499076116808,36.77571287840261,-9.40934409636749,-11.490696579420256,0.37911346728093487,9.896705090208062,0.0001882858949417463,-1.0399265057750597,0.0031560549486937825,4.312882848692566,-1551.2027410311523,102.58440425946753,-7.528155613537923,26.196985457851238,-0.45819225915639483,0.9760625395159198,-17.27468112069873,-8.213373459778949e-07,-0.0005027878394323801,1.4462359187344365,-0.09337107727981706,0.01018861569322066,-0.0022340762543819953,-0.00021825640735641656,3.465180109715669e-06,0.9881652868263727
